location,latitude,longitude,confirmed,dead,recovered,updated
"Scott County, Tennessee",36.3976209,-84.5222189,11,0,None,2020-04-19 01:40:27.495960+00:00
"Van Buren County, Tennessee",35.6996916,-85.4788065,1,0,None,2020-04-19 01:40:27.495960+00:00
"Roane County, West Virginia",38.7564882,-81.4278984,2,0,None,2020-04-19 01:40:27.495960+00:00
Burgenlandkreis,51.1224831,11.8641865,66,1,None,2020-04-18 00:00:00+00:00
Kulmbach,50.1039282,11.4448178,172,6,None,2020-04-18 00:00:00+00:00
Hameln-Pyrmont,52.1165032,9.3740065,103,6,None,2020-04-18 00:00:00+00:00
Ostholstein,54.1642002,10.850424,59,0,None,2020-04-18 00:00:00+00:00
Main-Tauber-Kreis,49.570019,9.7105558,316,7,None,2020-04-18 00:00:00+00:00
Morbihan,47.8852929,-2.9001865,423,72,235,2020-04-19 01:41:44.261898+00:00
Neuburg-Schrobenhausen,48.6986656,11.1935703,218,9,None,2020-04-18 00:00:00+00:00
Naama,33.1683267,-0.3748354,1,0,0,2020-04-11 08:21:24.016590+00:00
Wittenberg,51.8739831,12.6279659,146,3,None,2020-04-18 00:00:00+00:00
Vogtlandkreis,50.4884342,12.2774991,277,4,None,2020-04-18 00:00:00+00:00
"Jefferson County, Idaho",43.7640903,-112.2493671,5,0,None,2020-04-19 01:40:27.495960+00:00
"Carbon County, Wyoming",41.6032207,-106.912251,4,0,None,2020-04-19 01:40:27.495960+00:00
Enzkreis,48.9899407,8.7883626,395,10,None,2020-04-18 00:00:00+00:00
Itatiba,-23.0153671,-46.805914,2,1,None,2020-04-19 01:22:22.620085+00:00
Sicilia,38.11569725,13.3623567,2672,196,305,2020-04-19 01:41:41.906192+00:00
Berchtesgadener Land,47.7302956,12.881632,240,8,None,2020-04-18 00:00:00+00:00
Recklinghausen,51.6140649,7.1979453,754,9,None,2020-04-18 00:00:00+00:00
Mittelsachsen,50.9685245,13.1197622,234,2,None,2020-04-18 00:00:00+00:00
Borken,51.8482714,6.8594477,830,26,None,2020-04-18 00:00:00+00:00
Midden-Drenthe,52.8611037,6.5123042,6,None,None,2020-04-19 01:41:39.882158+00:00
Odenwaldkreis,49.6285491,8.9904016,244,36,None,2020-04-18 00:00:00+00:00
"Georgetown County, South Carolina",33.4213399,-79.2902133,34,2,None,2020-04-19 01:40:27.495960+00:00
Stade,53.5928618,9.4709494,178,6,None,2020-04-18 00:00:00+00:00
Soest,51.5711476,8.105754,330,4,None,2020-04-18 00:00:00+00:00
Berlin Neukölln,52.4407709,13.4445071,542,14,None,2020-04-18 00:00:00+00:00
Hochsauerlandkreis,51.2990467,8.3851189,540,13,None,2020-04-18 00:00:00+00:00
Bergstraße,49.6741701,8.6055265,286,2,None,2020-04-18 00:00:00+00:00
